"","...1","iso_code","region_group","income_group","country","survey","year","level","grade","category","sex","location","wealth","region","ethnicity","religion","language","disability","hh_edu_head","comp_prim_v2_m","comp_lowsec_v2_m","comp_upsec_v2_m","comp_prim_1524_m","comp_lowsec_1524_m","comp_upsec_2029_m","eduyears_2024_m","edu2_2024_m","edu4_2024_m","eduout_prim_m","eduout_lowsec_m","eduout_upsec_m","comp_prim_v2_no","comp_lowsec_v2_no","comp_upsec_v2_no","comp_prim_1524_no","comp_lowsec_1524_no","comp_upsec_2029_no","eduyears_2024_no","edu2_2024_no","edu4_2024_no","eduout_prim_no","eduout_lowsec_no","eduout_upsec_no","preschool_3_m","preschool_3_no","preschool_1ybefore_m","preschool_1ybefore_no","edu0_prim_m","edu0_prim_no","trans_prim_m","trans_prim_no","trans_lowsec_m","trans_lowsec_no","comp_higher_2yrs_2529_m","comp_higher_2yrs_2529_no","comp_higher_4yrs_2529_m","comp_higher_4yrs_2529_no","comp_higher_4yrs_3034_m","comp_higher_4yrs_3034_no","attend_higher_1822_m","attend_higher_1822_no","overage2plus_m","overage2plus_no","literacy_1524_m","literacy_1524_no","mlevel1_m","mlevel1_no","rlevel1_m","rlevel1_no","slevel1_m","slevel1_no","mlevel2_m","mlevel2_no","rlevel2_m","rlevel2_no","slevel2_m","slevel2_no","mlevel3_m","mlevel3_no","rlevel3_m","rlevel3_no","slevel3_m","slevel3_no","mlevel4_m","mlevel4_no","rlevel4_m","rlevel4_no","slevel4_m","slevel4_no"
"1785",113662,"ISR","Northern Africa and Western Asia","High income","Israel","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8429,2466,0.8505,2504,0.8711,2572,0.6776,1987,0.6839,2004,0.6718,1995,0.4848,1420,0.4812,1418,0.4521,1353,0.2834,834,0.2615,813,0.2367,732
"1786",113663,"ITA","Europe and Northern America","High income","Italy","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9066,5372,0.9485,5580,0.9331,5497,0.7424,4481,0.8209,4993,0.7513,4601,0.4938,3066,0.5708,3561,0.4616,2952,0.2435,1547,0.2723,1757,0.1725,1189
"1787",113664,"ITA","Europe and Northern America","High income","Italy","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9274,5503,0.9224,5458,0.947,5568,0.7929,4774,0.7594,4681,0.7846,4788,0.576,3550,0.5014,3185,0.5319,3429,0.333,2062,0.224,1430,0.25,1613
"1788",113665,"JOR","Northern Africa and Western Asia","Lower middle income","Jordan","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6507,2540,0.9136,3433,0.886,3336,0.3405,1416,0.6992,2668,0.5959,2316,0.1136,491,0.3314,1280,0.2386,959,0.0202,89,0.0673,252,0.0407,188
"1789",113666,"JOR","Northern Africa and Western Asia","Lower middle income","Jordan","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5712,2037,0.6621,2360,0.7251,2600,0.3086,1086,0.3717,1350,0.407,1475,0.1182,387,0.1275,455,0.148,527,0.0274,87,0.0191,77,0.0238,85
"1790",113667,"JPN","Eastern and South-eastern Asia","High income","Japan","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9672,3198,0.9731,3207,0.9792,3239,0.8844,2924,0.8917,2933,0.8967,2971,0.7033,2341,0.7019,2333,0.7085,2370,0.4284,1439,0.3944,1308,0.4107,1349
"1791",113668,"JPN","Eastern and South-eastern Asia","High income","Japan","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.974,3253,0.9542,3170,0.9833,3282,0.9016,3026,0.8511,2826,0.9109,3042,0.738,2475,0.6446,2174,0.737,2447,0.4963,1657,0.3423,1172,0.4708,1567
"1792",113669,"KOR","Eastern and South-eastern Asia","High income","Rep. of Korea","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9609,2572,0.9827,2610,0.9787,2606,0.8704,2313,0.9236,2432,0.8876,2372,0.6986,1835,0.7561,1972,0.6688,1758,0.4437,1137,0.4561,1154,0.3529,947
"1793",113670,"KOR","Eastern and South-eastern Asia","High income","Rep. of Korea","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9316,2738,0.9368,2706,0.9563,2783,0.8225,2405,0.8084,2352,0.8275,2412,0.6497,1912,0.5921,1710,0.6113,1757,0.429,1262,0.3128,882,0.3406,1000
"1794",113671,"LBN","Northern Africa and Western Asia","Lower middle income","Lebanon","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6016,1565,0.5346,1390,0.702,1772,0.3563,927,0.3117,804,0.3652,944,0.1664,442,0.1415,341,0.143,377,0.0582,163,0.0444,113,0.0318,79
"1795",113672,"LBN","Northern Africa and Western Asia","Lower middle income","Lebanon","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6704,1459,0.4887,1057,0.6896,1494,0.4451,1010,0.2786,641,0.3835,858,0.2439,561,0.1336,292,0.1652,370,0.1033,242,0.0436,101,0.0433,99
"1796",113673,"LTU","Europe and Northern America","High income","Lithuania","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.923,2931,0.9555,3020,0.9525,3025,0.7588,2361,0.8219,2547,0.7746,2406,0.4837,1486,0.563,1668,0.4734,1422,0.2184,630,0.2637,753,0.1932,517
"1797",113674,"LTU","Europe and Northern America","High income","Lithuania","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9077,2988,0.886,2909,0.9307,3066,0.7334,2375,0.6782,2194,0.7314,2351,0.4806,1544,0.3957,1285,0.4394,1369,0.2383,730,0.16,507,0.1931,597
"1798",113675,"LUX","Europe and Northern America","High income","Luxembourg","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9093,2479,0.9254,2488,0.9327,2521,0.7327,1996,0.7799,2094,0.7388,1990,0.4964,1370,0.5612,1481,0.4861,1317,0.253,684,0.3059,794,0.2201,588
"1799",113676,"LUX","Europe and Northern America","High income","Luxembourg","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.914,2376,0.8798,2296,0.9284,2437,0.751,1974,0.7068,1854,0.7441,1952,0.537,1424,0.4846,1267,0.5014,1316,0.308,804,0.245,658,0.2648,700
"1800",113677,"LVA","Europe and Northern America","High income","Latvia","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9529,2323,0.9783,2372,0.9812,2379,0.8014,1961,0.8904,2188,0.8549,2085,0.5114,1226,0.6557,1628,0.558,1350,0.2042,482,0.3062,721,0.2193,513
"1801",113678,"LVA","Europe and Northern America","High income","Latvia","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9337,2308,0.9366,2314,0.9647,2370,0.77,1917,0.7563,1890,0.8002,1991,0.4946,1218,0.4465,1114,0.501,1228,0.2255,574,0.1538,381,0.2055,499
"1802",113679,"MAC","Eastern and South-eastern Asia","High income","Macao, China","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9908,2212,0.9905,2215,0.9935,2214,0.9475,2122,0.9316,2085,0.9401,2097,0.8051,1815,0.7319,1639,0.7388,1650,0.529,1162,0.3686,822,0.3788,847
"1803",113680,"MAC","Eastern and South-eastern Asia","High income","Macao, China","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9828,2199,0.9628,2160,0.9834,2214,0.9197,2059,0.8354,1853,0.899,2025,0.7601,1697,0.5734,1300,0.6881,1543,0.4899,1106,0.2523,548,0.3644,822
"1804",113681,"MDA","Europe and Northern America","Upper middle income","Rep. Moldova","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7613,2002,0.8719,2304,0.8722,2296,0.5034,1307,0.6508,1737,0.5967,1579,0.245,656,0.3493,927,0.2736,710,0.0814,221,0.1137,311,0.0656,186
"1805",113682,"MDA","Europe and Northern America","Upper middle income","Rep. Moldova","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7429,1980,0.7159,1935,0.8463,2264,0.4914,1317,0.4344,1200,0.5586,1511,0.2497,700,0.1816,507,0.2524,666,0.0882,236,0.0434,128,0.067,177
"1806",113683,"MEX","Latin America and the Caribbean","Upper middle income","Mexico","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7427,2875,0.8946,3460,0.8705,3373,0.4103,1622,0.6304,2479,0.5092,2041,0.1388,599,0.2642,1101,0.1463,655,0.025,109,0.0499,241,0.0155,70
"1807",113684,"MEX","Latin America and the Caribbean","Upper middle income","Mexico","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7466,2899,0.839,3225,0.8734,3356,0.4563,1821,0.536,2141,0.5351,2179,0.1888,794,0.2175,910,0.2038,840,0.0453,215,0.0408,180,0.0333,144
"1808",113685,"MKD","Europe and Northern America","Upper middle income","North Macedonia","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.569,1418,0.6723,1661,0.7621,1912,0.3075,723,0.3762,917,0.4186,1015,0.125,280,0.1341,300,0.1428,330,0.0371,73,0.0258,50,0.0239,50
"1809",113686,"MKD","Europe and Northern America","Upper middle income","North Macedonia","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.531,1489,0.4788,1294,0.6612,1829,0.289,792,0.2188,591,0.3281,891,0.1253,327,0.0699,167,0.1088,303,0.0416,112,0.0125,35,0.0207,59
"1810",113687,"MLT","Europe and Northern America","High income","Malta","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8669,1569,0.8644,1588,0.8726,1592,0.7247,1318,0.7215,1343,0.7024,1298,0.519,958,0.49,917,0.4573,873,0.2887,513,0.2398,455,0.2281,430
"1811",113688,"MLT","Europe and Northern America","High income","Malta","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8396,1558,0.7653,1431,0.8371,1564,0.693,1290,0.5698,1084,0.648,1226,0.4988,942,0.3518,676,0.4257,806,0.2975,576,0.1523,282,0.2205,430
"1812",113689,"MNE","Europe and Northern America","Upper middle income","Montenegro","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7603,2062,0.8904,2438,0.8302,2295,0.4788,1287,0.6559,1779,0.5064,1383,0.224,588,0.3505,920,0.1989,556,0.0688,160,0.1148,287,0.0417,108
"1813",113690,"MNE","Europe and Northern America","Upper middle income","Montenegro","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,2113,0.7718,2215,0.7918,2264,0.4832,1337,0.5098,1447,0.4738,1360,0.2405,663,0.2419,687,0.2009,556,0.0825,221,0.0716,196,0.0553,156
"1814",113691,"NLD","Europe and Northern America","High income","Netherlands","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9482,2568,0.9611,2602,0.9576,2597,0.8376,2296,0.8551,2319,0.8218,2227,0.6365,1744,0.648,1756,0.5961,1636,0.3788,1062,0.3733,1024,0.3236,899
"1815",113692,"NLD","Europe and Northern America","High income","Netherlands","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9472,2544,0.9288,2493,0.9572,2566,0.8278,2229,0.7834,2127,0.8073,2196,0.6325,1731,0.5551,1513,0.5961,1632,0.3912,1086,0.2972,844,0.3457,946
"1816",113693,"NOR","Europe and Northern America","High income","Norway","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9615,2608,0.9809,2666,0.9618,2609,0.8468,2292,0.9083,2477,0.8263,2243,0.6025,1628,0.7245,1981,0.5626,1528,0.3089,799,0.4299,1190,0.2545,675
"1817",113694,"NOR","Europe and Northern America","High income","Norway","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9424,2571,0.9327,2570,0.9449,2588,0.8121,2217,0.7948,2193,0.8,2189,0.5842,1552,0.5712,1587,0.5708,1558,0.3232,846,0.2947,816,0.2957,794
"1818",113695,"NZL","Oceania","High income","New Zealand","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9341,2103,0.9658,2176,0.9611,2177,0.7842,1785,0.8764,1984,0.8352,1883,0.5405,1217,0.6798,1550,0.6036,1388,0.2765,622,0.4105,940,0.331,753
"1819",113696,"NZL","Oceania","High income","New Zealand","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9248,2091,0.918,2068,0.9508,2141,0.7831,1773,0.7783,1760,0.8159,1851,0.5737,1283,0.5632,1259,0.6148,1385,0.3311,741,0.3035,684,0.361,840
"1820",113697,"PER","Latin America and the Caribbean","Upper middle income","Peru","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6024,2108,0.7561,2660,0.7657,2653,0.3158,1086,0.48,1667,0.3926,1368,0.1127,357,0.2013,685,0.1192,389,0.0261,86,0.042,131,0.016,49
"1821",113698,"PER","Latin America and the Caribbean","Upper middle income","Peru","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6428,2271,0.7319,2618,0.7983,2821,0.3607,1261,0.4422,1546,0.438,1580,0.144,497,0.1748,627,0.1538,556,0.0354,106,0.0346,126,0.0273,103
"1822",113699,"POL","Europe and Northern America","High income","Poland","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9513,2105,0.9789,2163,0.9732,2157,0.8155,1801,0.9052,1994,0.8386,1865,0.5787,1285,0.703,1566,0.5661,1275,0.3053,674,0.3698,814,0.25,560
"1823",113700,"POL","Europe and Northern America","High income","Poland","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9595,2192,0.9492,2169,0.9684,2210,0.8402,1933,0.8083,1841,0.8364,1907,0.6189,1413,0.5621,1276,0.5767,1318,0.3502,797,0.2659,621,0.2938,656
"1824",113701,"PRT","Europe and Northern America","High income","Portugal","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9154,3273,0.9654,3491,0.9679,3478,0.7584,2594,0.8594,3011,0.8292,2860,0.531,1785,0.6401,2128,0.5582,1841,0.2771,914,0.3172,1004,0.2548,793
"1825",113702,"PRT","Europe and Northern America","High income","Portugal","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9112,3283,0.9443,3395,0.9644,3483,0.7662,2664,0.7965,2792,0.823,2891,0.5604,1867,0.5526,1873,0.5859,1931,0.3352,1076,0.2717,855,0.3139,971
"1826",113703,"QAT","Northern Africa and Western Asia","High income","Qatar","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6978,4280,0.8221,4929,0.8444,5119,0.4338,2659,0.5812,3535,0.5594,3363,0.2105,1269,0.3124,1947,0.276,1623,0.0781,472,0.1091,662,0.0917,523
